id,name,publisher,category,description,url,origin_repository,source_type,record_type,install_status,verification_status,listing_source,source_commit,indexed_at
skill-4d8939c04a53,coinbase/pay-for-service,coinbase,Skills by Coinbase,Call paid API endpoints that use the x402 protocol with automatic USDC,https://officialskills.sh/coinbase/skills/pay-for-service,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-8245f6982b55,coinbase/query-onchain-data,coinbase,Skills by Coinbase,"Query decoded onchain data (events, tx, blocks) on Base",https://officialskills.sh/coinbase/skills/query-onchain-data,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-5e41904022d3,coinbase/search-for-service,coinbase,Skills by Coinbase,Search and browse the x402 bazaar marketplace,https://officialskills.sh/coinbase/skills/search-for-service,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-c50cd2c64a5f,coinbase/send-usdc,coinbase,Skills by Coinbase,Send USDC to any Ethereum address or ENS name on Base,https://officialskills.sh/coinbase/skills/send-usdc,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-33a4ccb0526b,coinbase/trade,coinbase,Skills by Coinbase,Swap and trade tokens on Base using the CDP Swap API,https://officialskills.sh/coinbase/skills/trade,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cfdd87930015,coinbase/x402,coinbase,Skills by Coinbase,Discover and call paid API endpoints using the x402 payment protocol,https://officialskills.sh/coinbase/skills/x402,coinbase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-d3a9bc2487ba,composiohq/composio,composiohq,Skills by Composio Team,Connect AI agents to 1000+ external apps with managed authentication,https://officialskills.sh/composiohq/skills/composio,composiohq/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-996650e4903b,trycourier/courier-skills,trycourier,Skills by Courier,"Multi-channel notifications via email, SMS, push, and chat",https://github.com/trycourier/courier-skills,trycourier/courier-skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a9543f80a88d,cypress-io/cypress-author,cypress-io,Skills by Cypress,"Creates, updates, and fixes Cypress E2E and component tests.",https://github.com/cypress-io/ai-toolkit/tree/main/skills/cypress-author,cypress-io/ai-toolkit,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-034c51d48762,cypress-io/cypress-docs,cypress-io,Skills by Cypress,Search and extract Cypress information from official documentation.,https://github.com/cypress-io/ai-toolkit/tree/main/skills/cypress-docs,cypress-io/ai-toolkit,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-7ba6e56b2b84,cypress-io/cypress-explain,cypress-io,Skills by Cypress,"Explains Cypress E2E and component tests, and answers questions about Cypress use and behavior.",https://github.com/cypress-io/ai-toolkit/tree/main/skills/cypress-explain,cypress-io/ai-toolkit,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-09193a55244b,datadog-labs/dd-apm,datadog-labs,Skills by Datadog Labs,Query Datadog APM data directly from your editor,https://officialskills.sh/datadog-labs/skills/dd-apm,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-dd6408eac924,datadog-labs/dd-docs,datadog-labs,Skills by Datadog Labs,Look up Datadog documentation via the LLM-optimized docs index,https://officialskills.sh/datadog-labs/skills/dd-docs,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-4f23cfea1849,datadog-labs/dd-llmo-eval-bootstrap,datadog-labs,Skills by Datadog Labs,Analyze production LLM traces and generate evaluators,https://officialskills.sh/datadog-labs/skills/dd-llmo-eval-bootstrap,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-267c531560ec,datadog-labs/dd-llmo-eval-trace-rca,datadog-labs,Skills by Datadog Labs,Root-cause LLM app failures using eval traces,https://officialskills.sh/datadog-labs/skills/dd-llmo-eval-trace-rca,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bbc8cdbcf2c7,datadog-labs/dd-llmo-experiment-analyzer,datadog-labs,Skills by Datadog Labs,Analyze single or comparative LLM experiment results,https://officialskills.sh/datadog-labs/skills/dd-llmo-experiment-analyzer,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-702ed4d55ac5,datadog-labs/dd-logs,datadog-labs,Skills by Datadog Labs,"Search, filter, and archive Datadog logs through pup CLI",https://officialskills.sh/datadog-labs/skills/dd-logs,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bd9e4b545fb1,datadog-labs/dd-monitors,datadog-labs,Skills by Datadog Labs,Manage Datadog monitors through the pup CLI,https://officialskills.sh/datadog-labs/skills/dd-monitors,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-13d3c588890e,datadog-labs/dd-pup,datadog-labs,Skills by Datadog Labs,Rust-based CLI (pup) for talking to the Datadog API,https://officialskills.sh/datadog-labs/skills/dd-pup,datadog-labs/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-78f017478bd6,duckdb/attach-db,duckdb,Skills by DuckDB,Attach a DuckDB database file for interactive querying with automatic schema exploration,https://officialskills.sh/duckdb/skills/attach-db,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9d8f0d93dd69,duckdb/duckdb-docs,duckdb,Skills by DuckDB,Search DuckDB and DuckLake documentation using full-text search over HTTPS,https://officialskills.sh/duckdb/skills/duckdb-docs,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-6153fd7d86e2,duckdb/install-duckdb,duckdb,Skills by DuckDB,Install or update DuckDB CLI and extensions with version management,https://officialskills.sh/duckdb/skills/install-duckdb,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-56eeecd0b202,duckdb/query,duckdb,Skills by DuckDB,Run SQL queries against attached databases or ad-hoc against files using Friendly SQL dialect,https://officialskills.sh/duckdb/skills/query,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-08827a2becba,duckdb/read-file,duckdb,Skills by DuckDB,"Read any data file (CSV, JSON, Parquet, Avro, Excel, spatial) locally or from remote storage",https://officialskills.sh/duckdb/skills/read-file,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0299cbb112d3,duckdb/read-memories,duckdb,Skills by DuckDB,Search past Claude Code session logs to recover context from previous conversations,https://officialskills.sh/duckdb/skills/read-memories,duckdb/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-d306d92f9069,expo/building-native-ui,expo,Skills by Expo Team,"Build apps with Expo Router, styling, components, navigation, and animations",https://officialskills.sh/expo/skills/building-native-ui,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-e51b62ca56cd,expo/expo-api-routes,expo,Skills by Expo Team,Create API routes in Expo Router with EAS Hosting,https://officialskills.sh/expo/skills/expo-api-routes,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-f63f9ab5fe93,expo/expo-cicd-workflows,expo,Skills by Expo Team,CI/CD workflows for Expo projects,https://officialskills.sh/expo/skills/expo-cicd-workflows,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-41b2fbdc7090,expo/expo-deployment,expo,Skills by Expo Team,Deploy Expo apps to production,https://officialskills.sh/expo/skills/expo-deployment,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9e1e8092193d,expo/expo-dev-client,expo,Skills by Expo Team,Build and distribute Expo dev clients locally or via TestFlight,https://officialskills.sh/expo/skills/expo-dev-client,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ac0cee33a0a2,expo/expo-tailwind-setup,expo,Skills by Expo Team,Set up Tailwind CSS v4 in Expo with NativeWind v5,https://officialskills.sh/expo/skills/expo-tailwind-setup,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-b8bab5f8fd7f,expo/expo-ui-jetpack-compose,expo,Skills by Expo Team,Jetpack Compose UI components for Expo,https://officialskills.sh/expo/skills/expo-ui-jetpack-compose,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-3148a026634c,expo/expo-ui-swift-ui,expo,Skills by Expo Team,SwiftUI components for Expo,https://officialskills.sh/expo/skills/expo-ui-swift-ui,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-00147ba999e3,expo/native-data-fetching,expo,Skills by Expo Team,"Network requests, API calls, caching, and offline support",https://officialskills.sh/expo/skills/native-data-fetching,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bd07118389be,expo/upgrading-expo,expo,Skills by Expo Team,Upgrade Expo SDK versions,https://officialskills.sh/expo/skills/upgrading-expo,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-20f80dfe08fa,expo/use-dom,expo,Skills by Expo Team,Run web code in a webview on native using DOM components,https://officialskills.sh/expo/skills/use-dom,expo/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-7baf0c8b6190,fal-ai-community/fal-3d,fal-ai-community,Skills by fal.ai Team,Generate 3D models from text or images,https://officialskills.sh/fal-ai-community/skills/fal-3d,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-16cb29b2d043,fal-ai-community/fal-audio,fal-ai-community,Skills by fal.ai Team,Text-to-speech and speech-to-text using fal.ai audio models,https://officialskills.sh/fal-ai-community/skills/fal-audio,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-d6afbc1e2f8a,fal-ai-community/fal-generate,fal-ai-community,Skills by fal.ai Team,Generate images and videos using fal.ai AI models,https://officialskills.sh/fal-ai-community/skills/fal-generate,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-19a860d6332d,fal-ai-community/fal-image-edit,fal-ai-community,Skills by fal.ai Team,AI-powered image editing with style transfer and object removal,https://officialskills.sh/fal-ai-community/skills/fal-image-edit,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-924294781b37,fal-ai-community/fal-kling-o3,fal-ai-community,Skills by fal.ai Team,Generate images and videos with Kling O3 — Kling's most powerful model family,https://officialskills.sh/fal-ai-community/skills/fal-kling-o3,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-f4d94c3e5b59,fal-ai-community/fal-lip-sync,fal-ai-community,Skills by fal.ai Team,Create talking head videos and lip sync audio to video,https://officialskills.sh/fal-ai-community/skills/fal-lip-sync,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a2a25d2099c2,fal-ai-community/fal-platform,fal-ai-community,Skills by fal.ai Team,"Platform APIs for model management, pricing, and usage tracking",https://officialskills.sh/fal-ai-community/skills/fal-platform,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-6379cfd11c87,fal-ai-community/fal-realtime,fal-ai-community,Skills by fal.ai Team,Real-time and streaming AI image generation,https://officialskills.sh/fal-ai-community/skills/fal-realtime,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-c56497a9c84b,fal-ai-community/fal-restore,fal-ai-community,Skills by fal.ai Team,"Restore and fix image quality — deblur, denoise, fix faces, restore documents",https://officialskills.sh/fal-ai-community/skills/fal-restore,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-42a8a38a0bc7,fal-ai-community/fal-train,fal-ai-community,Skills by fal.ai Team,Train custom AI models (LoRA) on fal.ai for personalized image generation,https://officialskills.sh/fal-ai-community/skills/fal-train,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-c3f7ec9b6e9e,fal-ai-community/fal-tryon,fal-ai-community,Skills by fal.ai Team,Virtual try-on — see how clothes look on a person,https://officialskills.sh/fal-ai-community/skills/fal-tryon,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a141f16e1456,fal-ai-community/fal-upscale,fal-ai-community,Skills by fal.ai Team,Upscale and enhance image and video resolution using AI,https://officialskills.sh/fal-ai-community/skills/fal-upscale,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-4ca94e0b2e98,fal-ai-community/fal-video-edit,fal-ai-community,Skills by fal.ai Team,"Edit existing videos using AI — remix style, upscale, remove background, add audio",https://officialskills.sh/fal-ai-community/skills/fal-video-edit,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-33c7b6644ae7,fal-ai-community/fal-vision,fal-ai-community,Skills by fal.ai Team,"Analyze images — segment objects, detect, OCR, describe, visual Q&A",https://officialskills.sh/fal-ai-community/skills/fal-vision,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cf51fb911e6e,fal-ai-community/fal-workflow,fal-ai-community,Skills by fal.ai Team,Generate workflow JSON files for chaining AI models,https://officialskills.sh/fal-ai-community/skills/fal-workflow,fal-ai-community/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-687f6aef7e33,figma/figma-code-connect-components,figma,Skills by Figma,Connect Figma design components to code components using Code Connect,https://officialskills.sh/figma/skills/figma-code-connect-components,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-df904cfb42f0,figma/figma-create-design-system-rules,figma,Skills by Figma,Generate project-specific design system rules for Figma-to-code workflows,https://officialskills.sh/figma/skills/figma-create-design-system-rules,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0c5f801ab03c,figma/figma-create-new-file,figma,Skills by Figma,Create a new blank Figma Design or FigJam file,https://officialskills.sh/figma/skills/figma-create-new-file,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-2e3306497021,figma/figma-generate-design,figma,Skills by Figma,Build or update screens in Figma from code or description using design system components,https://officialskills.sh/figma/skills/figma-generate-design,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9b79b9d5e41b,figma/figma-generate-library,figma,Skills by Figma,Build or update a design system library in Figma from a codebase,https://officialskills.sh/figma/skills/figma-generate-library,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-b4a71ac069d9,figma/figma-implement-design,figma,Skills by Figma,Translate Figma designs into production-ready application code with 1:1 fidelity,https://officialskills.sh/figma/skills/figma-implement-design,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-3f998a26a178,figma/figma-use,figma,Skills by Figma,"Run Figma Plugin API scripts for canvas writes, inspections, variables, and design-system work",https://officialskills.sh/figma/skills/figma-use,figma/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bd256a02080d,firebase/developing-genkit-dart,firebase,Skills by Firebase,Build AI apps with the Genkit Dart SDK,https://officialskills.sh/firebase/skills/developing-genkit-dart,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-78f94996957f,firebase/developing-genkit-go,firebase,Skills by Firebase,Build AI apps with the Genkit Go SDK,https://officialskills.sh/firebase/skills/developing-genkit-go,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-86d31d6adf68,firebase/developing-genkit-js,firebase,Skills by Firebase,Build AI-powered apps with Firebase Genkit in Node.js,https://officialskills.sh/firebase/skills/developing-genkit-js,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-dae916e55a38,firebase/firebase-ai-logic-basics,firebase,Skills by Firebase,Call Gemini models from web and mobile apps via Firebase AI Logic,https://officialskills.sh/firebase/skills/firebase-ai-logic-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-8f54128c0ee0,firebase/firebase-app-hosting-basics,firebase,Skills by Firebase,"Deploy and manage full-stack web apps (Next.js, Angular, etc.)",https://officialskills.sh/firebase/skills/firebase-app-hosting-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0a0451d1beb5,firebase/firebase-auth-basics,firebase,Skills by Firebase,Set up Firebase Authentication with sign-in providers,https://officialskills.sh/firebase/skills/firebase-auth-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-72f8d2d2afb7,firebase/firebase-basics,firebase,Skills by Firebase,"Handle Firebase CLI install, auth, and day-to-day workflow",https://officialskills.sh/firebase/skills/firebase-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-1482e87ab1dc,firebase/firebase-data-connect-basics,firebase,Skills by Firebase,Build Firebase Data Connect backends backed by Cloud SQL,https://officialskills.sh/firebase/skills/firebase-data-connect-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-64a0625e99e2,firebase/firebase-firestore-enterprise-native-mode,firebase,Skills by Firebase,Set up and use Firestore Enterprise Native Mode,https://officialskills.sh/firebase/skills/firebase-firestore-enterprise-native-mode,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-98a4d5cbeceb,firebase/firebase-firestore-standard,firebase,Skills by Firebase,Complete guide for Cloud Firestore Standard Edition,https://officialskills.sh/firebase/skills/firebase-firestore-standard,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-775a83cb0ada,firebase/firebase-hosting-basics,firebase,Skills by Firebase,"Deploy static sites, SPAs, and microservices to Firebase Hosting",https://officialskills.sh/firebase/skills/firebase-hosting-basics,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-d6bf8b99c2b0,firebase/firebase-security-rules-auditor,firebase,Skills by Firebase,Audit Firestore security rules and flag risky patterns,https://officialskills.sh/firebase/skills/firebase-security-rules-auditor,firebase/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-b6472fa04cec,firecrawl/firecrawl-build,firecrawl,Skills by Firecrawl Team,"Integrate Firecrawl into application code for web search, scraping, extraction, and browser interaction",https://officialskills.sh/firecrawl/skills/firecrawl-build,firecrawl/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-7f6f42d8dc54,firecrawl/firecrawl-build-interact,firecrawl,Skills by Firecrawl Team,"Multi-step Firecrawl browser flows: clicks, form fills, pagination, and auth-aware navigation",https://officialskills.sh/firecrawl/skills/firecrawl-build-interact,firecrawl/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cff8b7ad3ab0,firecrawl/firecrawl-build-onboarding,firecrawl,Skills by Firecrawl Team,Set up Firecrawl credentials and SDK in a project for the first integration,https://officialskills.sh/firecrawl/skills/firecrawl-build-onboarding,firecrawl/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a7eb1c11531b,firecrawl/firecrawl-build-scrape,firecrawl,Skills by Firecrawl Team,Integrate Firecrawl /scrape for single-page extraction from product code,https://officialskills.sh/firecrawl/skills/firecrawl-build-scrape,firecrawl/skills,maintainer-published,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
